iso2c,country,private,year,iso3c,region,income,public
AD,Andorra,1.84785152501761,1997.0,AND,Europe & Central Asia (all income levels),High income: nonOECD,4.29707049498239
AE,United Arab Emirates,1.0078340606404,2014.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,2.6361515793596
AE,United Arab Emirates,0.928317442651919,2013.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,2.55732608734808
AE,United Arab Emirates,0.89597367132124,2012.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,2.55002588867876
AE,United Arab Emirates,0.971370658448816,2011.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,2.73248804155118
AE,United Arab Emirates,1.09528624393493,2010.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,2.83416558606507
AE,United Arab Emirates,1.01579791258021,2009.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,3.03412594741979
AE,United Arab Emirates,1.00690076671904,2008.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.92163410328097
AE,United Arab Emirates,1.01026464203734,2007.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.55537723796266
AE,United Arab Emirates,0.942836688959062,2006.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.38250695104094
AE,United Arab Emirates,0.951321400084357,2005.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.36889724991564
AE,United Arab Emirates,1.00611889010878,2004.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.45604252989122
AE,United Arab Emirates,0.974867000033878,2003.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.67154036996612
AE,United Arab Emirates,1.00360005828288,2002.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.71398298171712
AE,United Arab Emirates,0.539782611023877,2001.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.94449209897612
AE,United Arab Emirates,0.702931747700503,2e3,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.6770585922995
AE,United Arab Emirates,0.796158217715349,1999.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.91762947228465
AE,United Arab Emirates,0.837685333386454,1998.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,2.05670677661355
AE,United Arab Emirates,0.538668040821619,1997.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.94839581917838
AE,United Arab Emirates,0.510219265488265,1996.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,1.94880556451174
AE,United Arab Emirates,0.554393562254582,1995.0,ARE,Middle East & North Africa (all income levels),High income: nonOECD,2.08173815774542
AF,Afghanistan,5.59834667313982,2012.0,AFG,South Asia,Low income,2.92056600686017
AF,Afghanistan,5.24944009755562,2014.0,AFG,South Asia,Low income,2.93283372244438
AF,Afghanistan,5.48447167066433,2013.0,AFG,South Asia,Low income,2.65039388933567
AF,Afghanistan,7.2123498103069,2002.0,AFG,South Asia,Low income,0.550723349693097
AF,Afghanistan,5.79189922951505,2011.0,AFG,South Asia,Low income,2.08009266048495
AF,Afghanistan,6.34234622663813,2010.0,AFG,South Asia,Low income,2.85537650336187
AF,Afghanistan,6.83284386338264,2009.0,AFG,South Asia,Low income,2.58612677661736
AF,Afghanistan,8.20815301855031,2003.0,AFG,South Asia,Low income,0.607900411449694
AF,Afghanistan,6.37155151704114,2006.0,AFG,South Asia,Low income,1.06242003295885
AF,Afghanistan,7.26618517502382,2005.0,AFG,South Asia,Low income,0.801919174976177
AF,Afghanistan,6.94250928983089,2008.0,AFG,South Asia,Low income,1.38558405016911
AF,Afghanistan,6.20618027566277,2007.0,AFG,South Asia,Low income,0.522136074337234
AF,Afghanistan,7.81724842469336,2004.0,AFG,South Asia,Low income,0.969458795306644
AG,Antigua and Barbuda,1.73360561579766,2012.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,3.65233263420234
AG,Antigua and Barbuda,1.73496725799743,2010.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,3.89354714200257
AG,Antigua and Barbuda,1.75748962142215,2011.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,3.89103955857785
AG,Antigua and Barbuda,1.53463053736771,2001.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.94975995263229
AG,Antigua and Barbuda,1.38991573647109,2006.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.95010587352892
AG,Antigua and Barbuda,1.46355560577429,2002.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.95023144422571
AG,Antigua and Barbuda,1.73963043698115,2013.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,3.59259739301885
AG,Antigua and Barbuda,1.58432798477791,2003.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.95001300522209
AG,Antigua and Barbuda,1.34190455140062,1997.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.59740259859938
AG,Antigua and Barbuda,1.51816242419607,2009.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,3.34389959580393
AG,Antigua and Barbuda,1.34898294432663,2008.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,3.34303138567337
AG,Antigua and Barbuda,1.31972324361192,2007.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.94999999638808
AG,Antigua and Barbuda,1.46000175489595,2005.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.95009859510405
AG,Antigua and Barbuda,1.52719189006749,2004.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.67979352993251
AG,Antigua and Barbuda,1.7570724341349,2014.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,3.7846106758651
AG,Antigua and Barbuda,1.33724305021429,2e3,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.78780547978571
AG,Antigua and Barbuda,1.2168468848188,1999.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.7442000451812
AG,Antigua and Barbuda,1.24814254267812,1998.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.67206477732188
AG,Antigua and Barbuda,1.41516938608864,1996.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.50580046391136
AG,Antigua and Barbuda,1.39726833666688,1995.0,ATG,Latin America & Caribbean (all income levels),Upper middle income,2.74634456333312
AL,Albania,3.17551770968872,2008.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.69389845031128
AL,Albania,3.47476414994422,2007.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.62917110005578
AL,Albania,2.85846698034215,2010.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.47656802965785
AL,Albania,2.95776371707859,2009.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.83357574292141
AL,Albania,5.68577680371952,1996.0,ALB,Europe & Central Asia (all income levels),Upper middle income,1.74619754628048
AL,Albania,3.28616015779203,2006.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.57513609220797
AL,Albania,3.40985531679276,2005.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.70645544320724
AL,Albania,2.86549440007284,2011.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.84917085992716
AL,Albania,5.54359052523674,1997.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.02450940476327
AL,Albania,4.88407457467167,1995.0,ALB,Europe & Central Asia (all income levels),Upper middle income,1.71300445532833
AL,Albania,3.70012981972392,2004.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.67940487027608
AL,Albania,4.01490307861173,2003.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.25210415138827
AL,Albania,4.04378758678423,2002.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.25632589321577
AL,Albania,3.70791987116593,2001.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.29222401883407
AL,Albania,3.99756644183973,2e3,ALB,Europe & Central Asia (all income levels),Upper middle income,2.25841795816027
AL,Albania,4.35801847343953,1999.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.51017141656047
AL,Albania,4.84817145321902,1998.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.09512775678097
AL,Albania,2.81915524420344,2013.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.83598423579657
AL,Albania,2.85346874998118,2012.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.73570410001882
AL,Albania,2.94673215454404,2014.0,ALB,Europe & Central Asia (all income levels),Upper middle income,2.93637327545596
AM,Armenia,2.52486866652426,2006.0,ARM,Europe & Central Asia (all income levels),Lower middle income,2.05288205347574
AM,Armenia,2.20954582227243,2007.0,ARM,Europe & Central Asia (all income levels),Lower middle income,2.09928499772757
AM,Armenia,4.09673098595381,2004.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.40445070404619
AM,Armenia,2.03455266713942,2008.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.76477031286058
AM,Armenia,3.34706303902586,2005.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.90505340097414
AM,Armenia,4.04731041094874,2003.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.51657026905126
AM,Armenia,4.16960912729225,1996.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.62114807270775
AM,Armenia,4.34894185760062,2001.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.59147462239938
AM,Armenia,4.03908674694774,2002.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.36133246305226
AM,Armenia,2.53531803356247,2009.0,ARM,Europe & Central Asia (all income levels),Lower middle income,2.01000537643753
AM,Armenia,4.42246349785664,1995.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.99627256214336
AM,Armenia,2.5544737532045,2014.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.92567566679549
AM,Armenia,2.60353579337069,2013.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.94669099662931
AM,Armenia,2.606476708651,2012.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.875681541349
AM,Armenia,1.77463743389997,2011.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.93890353610003
AM,Armenia,5.11595148072859,2e3,ARM,Europe & Central Asia (all income levels),Lower middle income,1.1375319992714
AM,Armenia,4.06937568483572,1999.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.61241488516428
AM,Armenia,4.36009287743241,1997.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.40749616256759
AM,Armenia,4.11125871604188,1998.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.64491307395812
AM,Armenia,2.63954895701121,2010.0,ARM,Europe & Central Asia (all income levels),Lower middle income,1.92271406298879
AO,Angola,1.79975973785657,1995.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,4.65911821214343
AO,Angola,1.07495030577892,1996.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,1.73978177422108
AO,Angola,1.2244884261322,2011.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.1550942738678
AO,Angola,1.32989142638432,2010.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.06125466361568
AO,Angola,1.18207073517153,2014.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.12491219482846
AO,Angola,2.57215432567534,2001.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.81240339432466
AO,Angola,1.92089672075927,1998.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,1.41470538924073
AO,Angola,1.46333985925588,1997.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.01921944074412
AO,Angola,1.52000214467038,2006.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,3.02243534532962
AO,Angola,1.16747771667537,2012.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.13731650332463
AO,Angola,2.07931364036576,2005.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.02464637963424
AO,Angola,1.18262329756933,2013.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,3.08040839243067
AO,Angola,1.70785657263892,2009.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.66391720736108
AO,Angola,1.1285994978321,2008.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.7163344521679
AO,Angola,2.29947955487772,2004.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.40784051512228
AO,Angola,2.36091506247445,2003.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.04436935752555
AO,Angola,1.1693476108495,2007.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.2137640191505
AO,Angola,1.11006719606174,2e3,AGO,Sub-Saharan Africa (all income levels),Lower middle income,1.67721646393826
AO,Angola,1.24604639329818,1999.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,2.13179778670182
AO,Angola,1.9487032082189,2002.0,AGO,Sub-Saharan Africa (all income levels),Lower middle income,1.6852175417811
AR,Argentina,2.7115092091895,2007.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,3.7830748408105
AR,Argentina,2.14735014700316,2011.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,3.74539250299684
AR,Argentina,3.02700160391524,2006.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,3.65486893608476
AR,Argentina,3.18138553184823,2005.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,3.66423384815177
AR,Argentina,3.96503955715479,2003.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,4.25102318284521
AR,Argentina,3.86098963095398,2002.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,4.45294004904602
AR,Argentina,4.30995612763209,2001.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,5.06593399236791
AR,Argentina,4.24695310843125,2e3,ARG,Latin America & Caribbean (all income levels),Upper middle income,4.96580358156875
AR,Argentina,4.20283363397006,1999.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,5.15231568602994
AR,Argentina,3.91171381572855,1998.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,4.62421171427145
AR,Argentina,2.38667381514721,2010.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,4.16348234485279
AR,Argentina,2.54262103795865,2008.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,4.12109735204135
AR,Argentina,2.13324236241254,2014.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,2.65267379758746
AR,Argentina,2.25185057161248,2013.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,2.73502200838753
AR,Argentina,3.3181641719482,2004.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,3.5223967580518
AR,Argentina,3.3445496543595,1995.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,4.9664430856405
AR,Argentina,2.06009729634158,2012.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,2.95895087365842
AR,Argentina,2.59397261082251,2009.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,5.04078579917749
AR,Argentina,3.39335237157692,1996.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,4.63164121842309
AR,Argentina,3.80831731253788,1997.0,ARG,Latin America & Caribbean (all income levels),Upper middle income,4.55304429746212
AT,Austria,2.48044756001202,2014.0,AUT,Europe & Central Asia (all income levels),High income: OECD,8.72502571998798
AT,Austria,2.76717596171491,2013.0,AUT,Europe & Central Asia (all income levels),High income: OECD,8.37061343691088
AT,Austria,2.66352492179091,2002.0,AUT,Europe & Central Asia (all income levels),High income: OECD,7.60650834820909
AT,Austria,2.5282007416989,2e3,AUT,Europe & Central Asia (all income levels),High income: OECD,7.53636652560457
AT,Austria,2.53933553239674,1999.0,AUT,Europe & Central Asia (all income levels),High income: OECD,7.64825178760326
AT,Austria,2.51871442643446,1998.0,AUT,Europe & Central Asia (all income levels),High income: OECD,7.47871954356554
AT,Austria,2.46848736749624,1997.0,AUT,Europe & Central Asia (all income levels),High income: OECD,7.35672858752497
AT,Austria,2.61572178286744,2001.0,AUT,Europe & Central Asia (all income levels),High income: OECD,7.50331422713256
AT,Austria,2.75103024820483,2012.0,AUT,Europe & Central Asia (all income levels),High income: OECD,8.41718956179517
AT,Austria,2.72189834687624,2011.0,AUT,Europe & Central Asia (all income levels),High income: OECD,8.21367472312377
AT,Austria,2.76524121345952,2010.0,AUT,Europe & Central Asia (all income levels),High income: OECD,8.40000694654048
AT,Austria,2.72830770147133,2009.0,AUT,Europe & Central Asia (all income levels),High income: OECD,8.46612960852866
AT,Austria,2.60807305610013,2008.0,AUT,Europe & Central Asia (all income levels),High income: OECD,7.9958568889069
AT,Austria,2.62547432818314,2007.0,AUT,Europe & Central Asia (all income levels),High income: OECD,7.77580259181686
